L,L
1206,678
1206,700
1207,678
1207,677
1207,701
1207,679
1207,655
1208,679
1208,678
1208,702
1208,680
1208,656
1209,680
1209,703
1209,657
1209,679
1209,681
1210,681
1210,704
1210,658
1210,680
1210,682
1211,682
1211,659
1211,681
1211,705
1211,683
1212,683
1212,660
1212,682
1212,706
1212,684
1213,684
1213,661
1213,707
1213,683
1213,685
1214,685
1214,662
1214,708
1214,684
1214,686
1215,686
1215,663
1215,685
1215,709
1215,687
1216,687
1216,664
1216,688
1216,686
1216,710
1217,688
1217,711
1217,689
1217,665
1217,687
1218,689
1218,688
1218,712
1218,690
1218,666
1219,690
1219,689
1219,713
1219,667
1220,691
1220,714
1220,692
1220,668
1221,692
1221,715
1221,693
1221,669
1221,691
1222,693
1222,692
1222,670
1222,716
1222,694
1223,694
1223,693
1223,717
1223,695
1223,671
1224,695
1224,672
1224,694
1224,718
1224,696
1225,696
1225,673
1225,695
1225,719
1225,697
1226,697
1226,696
1226,674
1226,720
1226,698
1227,698
1227,697
1227,721
1227,699
1227,675
1228,699
1228,676
1228,698
1228,722
1228,700
1229,700
1229,677
1229,699
1229,701
1229,723
1230,701
1230,678
1230,724
1230,702
1230,700
1231,702
1231,725
1231,703
1231,679
1231,701
1232,703
1232,726
1232,704
1232,680
1232,702
1233,704
1233,727
1233,703
1233,681
1233,705
1234,705
1234,728
1234,704
1234,682
1234,706
1235,706
1235,707
1235,683
1235,705
1235,729
1236,707
1236,708
1236,684
1236,706
1236,730
1237,708
1237,707
1237,685
1237,731
1237,709
1238,709
1238,708
1238,686
1238,732
1238,710
1239,710
1239,711
1239,733
1239,687
1239,709
1240,711
1240,688
1240,734
1240,712
1240,710
1241,712
1241,711
1241,689
1241,735
1241,713
1242,713
1242,736
1242,690
1242,712
1243,714
1243,715
1243,737
1243,691
1244,715
1244,692
1244,714
1244,738
1244,716
1245,716
1245,693
1245,715
1245,717
1245,739
1246,717
1246,694
1246,716
1246,740
1246,718
1247,718
1247,695
1247,717
1247,719
1247,741
1248,719
1248,696
1248,718
1248,742
1248,720
1249,720
1249,697
1249,719
1249,721
1249,743
1250,721
1250,698
1250,720
1250,744
1250,722
1251,722
1251,699
1251,721
1251,723
1251,745
1252,723
1252,724
1252,700
1252,722
1252,746
1253,724
1253,725
1253,747
1253,701
1253,723
1254,725
1254,726
1254,748
1254,702
1254,724
1255,726
1255,725
1255,749
1255,727
1255,703
1256,727
1256,726
1256,750
1256,728
1256,704
1257,728
1257,751
1257,727
1257,705
1257,729
1258,729
1258,752
1258,728
1258,706
1258,730
1259,730
1259,707
1259,729
1259,753
1259,731
1260,731
1260,708
1260,730
1260,754
1260,732
1261,732
1261,733
1261,755
1261,709
1261,731
1262,733
1262,734
1262,756
1262,710
1262,732
1263,734
1263,711
1263,757
1263,735
1263,733
1264,735
1264,736
1264,758
1264,712
1264,734
1265,736
1265,759
1265,713
1265,735
1266,737
1266,714
1266,738
1266,760
1267,738
1267,715
1267,761
1267,737
1267,739
1268,739
1268,762
1268,738
1268,716
1268,740
1269,740
1269,717
1269,763
1269,739
1269,741
1270,741
1270,764
1270,740
1270,718
1270,742
1271,742
1271,719
1271,741
1271,743
1271,765
1272,743
1272,742
1272,720
1272,744
1272,766
1273,744
1273,721
1273,743
1273,745
1273,767
1274,745
1274,744
1274,722
1274,746
1274,768
1275,746
1275,747
1275,723
1275,769
1275,745
1276,747
1276,748
1276,724
1276,746
1276,770
1277,748
1277,725
1277,749
1277,747
1277,771
1278,749
1278,726
1278,750
1278,748
1278,772
1279,750
1279,751
1279,727
1279,749
1279,773
1280,751
1280,752
1280,728
1280,750
1280,774
1281,752
1281,751
1281,729
1281,775
1281,753
1282,753
1282,752
1282,730
1282,776
1282,754
1283,754
1283,777
1283,755
1283,731
1283,753
1284,755
1284,778
1284,756
1284,732
1284,754
1285,756
1285,779
1285,757
1285,733
1285,755
1286,757
1286,780
1286,758
1286,734
1286,756
1287,758
1287,759
1287,735
1287,757
1287,781
1288,759
1288,736
1288,758
1288,782
1289,760
1289,783
1289,737
1289,761
1290,761
1290,762
1290,784
1290,738
1290,760
1291,762
1291,761
1291,785
1291,739
1291,763
1292,763
1292,762
1292,764
1292,786
1292,740
1293,764
1293,763
1293,741
1293,787
1293,765
1294,765
1294,764
1294,742
1294,766
1294,788
1295,766
1295,743
1295,765
1295,789
1295,767
1296,767
1296,744
1296,766
1296,768
1296,790
1297,768
1297,791
1297,745
1297,769
1297,767
1298,769
1298,792
1298,746
1298,770
1298,768
1299,770
1299,793
1299,747
1299,769
1299,771
1300,771
1300,748
1300,772
1300,770
1300,794
1301,772
1301,749
1301,773
1301,771
1301,795
1302,773
1302,750
1302,772
1302,796
1302,774
1303,774
1303,751
1303,773
1303,775
1303,797
1304,775
1304,752
1304,798
1304,776
1304,774
1305,776
1305,799
1305,777
1305,753
1305,775
1306,777
1306,778
1306,800
1306,776
1306,754
1307,778
1307,779
1307,801
1307,755
1307,777
1308,779
1308,778
1308,802
1308,780
1308,756
1309,780
1309,803
1309,779
1309,757
1309,781
1310,781
1310,804
1310,758
1310,780
1310,782
1311,782
1311,759
1311,781
1311,805
1312,783
1312,806
1312,784
1312,760
1313,784
1313,783
1313,761
1313,807
1313,785
1314,785
1314,762
1314,784
1314,808
1314,786
1315,786
1315,785
1315,763
1315,809
1315,787
1316,787
1316,764
1316,786
1316,810
1316,788
1317,788
1317,787
1317,765
1317,811
1317,789
1318,789
1318,766
1318,788
1318,812
1318,790
1319,790
1319,813
1319,791
1319,789
1319,767
1320,791
1320,814
1320,792
1320,768
1320,790
1321,792
1321,793
1321,791
1321,769
1321,815
1322,793
1322,816
1322,792
1322,770
1322,794
1323,794
1323,817
1323,793
1323,771
1323,795
1324,795
1324,772
1324,794
1324,818
1324,796
1325,796
1325,773
1325,795
1325,819
1325,797
1326,797
1326,798
1326,820
1326,796
1326,774
1327,798
1327,799
1327,821
1327,775
1327,797
1328,799
1328,798
1328,822
1328,800
1328,776
1329,800
1329,799
1329,823
1329,801
1329,777
1330,801
1330,778
1330,802
1330,824
1330,800
1331,802
1331,779
1331,803
1331,825
1331,801
1332,803
1332,826
1332,804
1332,780
1332,802
1333,804
1333,827
1333,803
1333,781
1333,805
1334,805
1334,828
1334,804
1334,782
1335,806
1335,783
1335,807
1335,829
1336,807
1336,784
1336,806
1336,808
1336,830
1337,808
1337,785
1337,807
1337,831
1337,809
1338,809
1338,786
1338,808
1338,832
1338,810
1339,810
1339,833
1339,787
1339,809
1339,811
1340,811
1340,834
1340,788
1340,810
1340,812
1341,812
1341,813
1341,789
1341,811
1341,835
1342,813
1342,814
1342,836
1342,790
1342,812
1343,814
1343,791
1343,813
1343,815
1343,837
1344,815
1344,816
1344,792
1344,814
1344,838
1345,816
1345,817
1345,793
1345,815
1345,839
1346,817
1346,816
1346,794
1346,840
1346,818
1347,818
1347,817
1347,795
1347,841
1347,819
1348,819
1348,842
1348,820
1348,796
1348,818
1349,820
1349,843
1349,821
1349,797
1349,819
1350,821
1350,844
1350,798
1350,822
1350,820
1351,822
1351,845
1351,799
1351,823
1351,821
1352,823
1352,846
1352,824
1352,800
1352,822
1353,824
1353,847
1353,825
1353,801
1353,823
1354,825
1354,826
1354,802
1354,848
1354,824
1355,826
1355,827
1355,803
1355,825
1355,849
1356,827
1356,828
1356,804
1356,826
1356,850
1357,828
1357,827
1357,805
1357,851
1358,829
1358,806
1358,852
1358,830
1359,830
1359,807
1359,829
1359,853
1359,831
1360,831
1360,808
1360,830
1360,854
1360,832
1361,832
1361,855
1361,833
1361,831
1361,809
1362,833
1362,856
1362,834
1362,832
1362,810
1363,834
1363,833
1363,811
1363,857
1363,835
1364,835
1364,834
1364,858
1364,836
1364,812
1365,836
1365,813
1365,859
1365,837
1365,835
1366,837
1366,814
1366,860
1366,838
1366,836
1367,838
1367,861
1367,815
1367,837
1367,839
1368,839
1368,816
1368,838
1368,862
1368,840
1369,840
1369,817
1369,839
1369,863
1369,841
1370,841
1370,842
1370,864
1370,818
1370,840
1371,842
1371,843
1371,865
1371,819
1371,841
1372,843
1372,842
1372,866
1372,844
1372,820
1373,844
1373,843
1373,867
1373,845
1373,821
1374,845
1374,868
1374,844
1374,846
1374,822
1375,846
1375,869
1375,845
1375,847
1375,823
1376,847
1376,846
1376,870
1376,848
1376,824
1377,848
1377,847
1377,871
1377,825
1377,849
1378,849
1378,826
1378,848
1378,872
1378,850
1379,850
1379,827
1379,849
1379,873
1379,851
1380,851
1380,828
1380,850
1380,874
1381,852
1381,829
1381,875
1381,853
1382,853
1382,830
1382,852
1382,854
1382,876
1383,854
1383,877
1383,855
1383,831
1383,853
1384,855
1384,856
1384,878
1384,832
1384,854
1385,856
1385,833
1385,855
1385,879
1385,857
1386,857
1386,834
1386,856
1386,858
1386,880
1387,858
1387,881
1387,859
1387,835
1387,857
1388,859
1388,860
1388,882
1388,836
1388,858
1389,860
1389,883
1389,861
1389,837
1389,859
1390,861
1390,884
1390,838
1390,860
1390,862
1391,862
1391,861
1391,839
1391,885
1391,863
1392,863
1392,886
1392,864
1392,840
1392,862
1393,864
1393,887
1393,865
1393,841
1393,863
1394,865
1394,842
1394,866
1394,888
1394,864
1395,866
1395,843
1395,867
1395,889
1395,865
1396,867
1396,868
1396,844
1396,866
1396,890
1397,868
1397,869
1397,845
1397,867
1397,891
1398,869
1398,868
1398,846
1398,892
1398,870
1399,870
1399,869
1399,847
1399,893
1399,871
1400,871
1400,894
1400,848
1400,870
1400,872
1401,872
1401,871
1401,849
1401,895
1401,873
1402,873
1402,872
1402,850
1402,896
1402,874
1403,874
1403,897
1403,851
1403,873
1404,875
1404,852
1404,898
1404,876
1405,876
1405,899
1405,877
1405,875
1405,853
1406,877
1406,900
1406,878
1406,854
1406,876
1407,878
1407,877
1407,855
1407,901
1407,879
1408,879
1408,856
1408,878
1408,902
1408,880
1409,880
1409,903
1409,881
1409,879
1409,857
1410,881
1410,904
1410,882
1410,858
1410,880
1411,882
1411,905
1411,883
1411,881
1411,859
1412,883
1412,906
1412,884
1412,860
1412,882
1413,884
1413,907
1413,883
1413,861
1413,885
1414,885
1414,884
1414,886
1414,908
1414,862
1415,886
1415,887
1415,909
1415,863
1415,885
1416,887
1416,886
1416,910
1416,888
1416,864
1417,888
1417,887
1417,911
1417,889
1417,865
1418,889
1418,866
1418,890
1418,912
1418,888
1419,890
1419,867
1419,891
1419,913
1419,889
1420,891
1420,868
1420,890
1420,914
1420,892
1421,892
1421,869
1421,891
1421,915
1421,893
1422,893
1422,894
1422,916
1422,870
1422,892
1423,894
1423,917
1423,871
1423,893
1423,895
1424,895
1424,894
1424,872
1424,918
1424,896
1425,896
1425,897
1425,919
1425,873
1425,895
1426,897
1426,920
1426,874
1426,896
1427,898
1427,921
1427,899
1427,875
1428,899
1428,922
1428,900
1428,876
1428,898
1429,900
1429,877
1429,899
1429,923
1429,901
1430,901
1430,878
1430,900
1430,924
1430,902
1431,902
1431,925
1431,903
1431,879
1431,901
1432,903
1432,926
1432,904
1432,880
1432,902
1433,904
1433,927
1433,905
1433,881
1433,903
1434,905
1434,928
1434,906
1434,882
1434,904
1435,906
1435,929
1435,907
1435,883
1435,905
1436,907
1436,930
1436,884
1436,906
1436,908
1437,908
1437,907
1437,931
1437,909
1437,885
1438,909
1438,932
1438,886
1438,910
1438,908
1439,910
1439,933
1439,887
1439,911
1439,909
1440,911
1440,934
1440,912
1440,888
1440,910
1441,912
1441,935
1441,913
1441,889
1441,911
1442,913
1442,890
1442,936
1442,914
1442,912
1443,914
1443,891
1443,937
1443,915
1443,913
1444,915
1444,916
1444,892
1444,914
1444,938
1445,916
1445,917
1445,893
1445,915
1445,939
1446,917
1446,894
1446,916
1446,940
1446,918
1447,918
1447,941
1447,917
1447,919
1447,895
1448,919
1448,942
1448,920
1448,896
1448,918
1449,920
1449,943
1449,897
1449,919
1450,921
1450,922
1450,944
1450,898
1451,922
1451,899
1451,921
1451,945
1451,923
1452,923
1452,900
1452,922
1452,946
1452,924
1453,924
1453,925
1453,901
1453,923
1453,947
1454,925
1454,926
1454,948
1454,902
1454,924
1455,926
1455,949
1455,927
1455,903
1455,925
1456,927
1456,950
1456,928
1456,904
1456,926
1457,928
1457,929
1457,905
1457,927
1457,951
1458,929
1458,930
1458,952
1458,906
1458,928
1459,930
1459,907
1459,929
1459,931
1459,953
1460,931
1460,930
1460,954
1460,932
1460,908
1461,932
1461,931
1461,955
1461,933
1461,909
1462,933
1462,956
1462,932
1462,934
1462,910
1463,934
1463,957
1463,933
1463,935
1463,911
1464,935
1464,934
1464,958
1464,936
1464,912
1465,936
1465,935
1465,959
1465,937
1465,913
1466,937
1466,960
1466,914
1466,936
1466,938
1467,938
1467,961
1467,915
1467,937
1467,939
1468,939
1468,916
1468,938
1468,962
1468,940
1469,940
1469,941
1469,917
1469,939
1469,963
1470,941
1470,942
1470,940
1470,964
1470,918
1471,942
1471,941
1471,965
1471,943
1471,919
1472,943
1472,942
1472,966
1472,920
1473,944
1473,921
1473,967
1473,945
1474,945
1474,922
1474,944
1474,968
1474,946
1475,946
1475,945
1475,923
1475,969
1475,947
1476,947
1476,946
1476,970
1476,948
1476,924
1477,948
1477,971
1477,949
1477,925
1477,947
1478,949
1478,972
1478,950
1478,926
1478,948
1479,950
1479,949
1479,927
1479,973
1479,951
1480,951
1480,950
1480,974
1480,952
1480,928
1481,952
1481,929
1481,951
1481,975
1481,953
1482,953
1482,930
1482,952
1482,954
1482,976
1483,954
1483,931
1483,955
1483,953
1483,977
1484,955
1484,956
1484,932
1484,954
1484,978
1485,956
1485,957
1485,933
1485,955
1485,979
1486,957
1486,956
1486,934
1486,980
1486,958
1487,958
1487,957
1487,935
1487,981
1487,959
1488,959
1488,982
1488,960
1488,936
1488,958
1489,960
1489,983
1489,961
1489,937
1489,959
1490,961
1490,984
1490,960
1490,938
1490,962
1491,962
1491,985
1491,961
1491,939
1491,963
1492,963
1492,940
1492,962
1492,986
1492,964
1493,964
1493,941
1493,965
1493,987
1493,963
1494,965
1494,942
1494,966
1494,988
1494,964
1495,966
1495,943
1495,965
1495,989
1496,967
1496,990
1496,944
1496,968
1497,968
1497,991
1497,945
1497,967
1497,969
1498,969
1498,992
1498,946
1498,968
1498,970
1499,970
1499,971
1499,993
1499,947
1499,969
1500,971
1500,972
1500,994
1500,948
1500,970
1501,972
1501,995
1501,949
1501,971
1501,973
1502,973
1502,950
1502,972
1502,974
1502,996
1503,974
1503,951
1503,973
1503,975
1503,997
1504,975
1504,952
1504,974
1504,976
1504,998
1505,976
1505,953
1505,975
1505,977
1505,999
1506,977
1506,954
1506,976
1506,978
1506,1000
1507,978
1507,955
1507,1001
1507,979
1507,977
1508,979
1508,956
1508,978
1508,1002
1508,980
1509,980
1509,957
1509,1003
1509,979
1509,981
1510,981
1510,982
1510,1004
1510,958
1510,980
1511,982
1511,1005
1511,983
1511,959
1511,981
1512,983
1512,982
1512,1006
1512,984
1512,960
1513,984
1513,983
1513,985
1513,961
1513,1007
1514,985
1514,984
1514,962
1514,986
1514,1008
1515,986
1515,985
1515,987
1515,963
1515,1009
1516,987
1516,1010
1516,988
1516,986
1516,964
1517,988
1517,965
1517,989
1517,1011
1517,987
1518,989
1518,966
1518,1012
1518,988
1519,990
1519,991
1519,1013
1519,967
1520,991
1520,1014
1520,992
1520,990
1520,968
1521,992
1521,993
1521,1015
1521,991
1521,969
1522,993
1522,1016
1522,994
1522,992
1522,970
1523,994
1523,995
1523,971
1523,1017
1523,993
1524,995
1524,972
1524,994
1524,1018
1524,996
1525,996
1525,995
1525,973
1525,997
1525,1019
1526,997
1526,974
1526,1020
1526,998
1526,996
1527,998
1527,975
1527,999
1527,1021
1527,997
1528,999
1528,976
1528,1000
1528,1022
1528,998
1529,1000
1529,1001
1529,1023
1529,977
1529,999
1530,1001
1530,978
1530,1002
1530,1000
1530,1024
1531,1002
1531,1003
1531,1001
1531,979
1531,1025
1532,1003
1532,1004
1532,1002
1532,980
1532,1026
1533,1004
1533,1005
1533,1003
1533,981
1533,1027
1534,1005
1534,982
1534,1006
1534,1004
1534,1028
1535,1006
1535,1005
1535,983
1535,1029
1535,1007
1536,1007
1536,1006
1536,984
1536,1030
1536,1008
1537,1008
1537,1031
1537,985
1537,1009
1537,1007
1538,1009
1538,1032
1538,1010
1538,986
1538,1008
1539,1010
1539,1033
1539,1011
1539,987
1539,1009
1540,1011
1540,1012
1540,1010
1540,1034
1540,988
1541,1012
1541,989
1541,1011
1541,1035
1542,1013
1542,1036
1542,1014
1542,990
1543,1014
1543,1037
1543,1015
1543,991
1543,1013
1544,1015
1544,1038
1544,1016
1544,1014
1544,992
1545,1016
1545,1039
1545,1017
1545,993
1545,1015
1546,1017
1546,1016
1546,994
1546,1040
1546,1018
1547,1018
1547,995
1547,1017
1547,1041
1547,1019
1548,1019
1548,1042
1548,1020
1548,1018
1548,996
1549,1020
1549,1043
1549,1021
1549,997
1549,1019
1550,1021
1550,1044
1550,1022
1550,1020
1550,998
1551,1022
1551,1023
1551,1045
1551,999
1551,1021
1552,1023
1552,1046
1552,1000
1552,1024
1552,1022
1553,1024
1553,1001
1553,1023
1553,1047
1553,1025
1554,1025
1554,1002
1554,1024
1554,1048
1554,1026
1555,1026
1555,1003
1555,1049
1555,1025
1555,1027
1556,1027
1556,1004
1556,1050
1556,1026
1556,1028
1557,1028
1557,1005
1557,1027
1557,1051
1557,1029
1558,1029
1558,1006
1558,1028
1558,1052
1558,1030
1559,1030
1559,1031
1559,1053
1559,1007
1559,1029
1560,1031
1560,1032
1560,1054
1560,1008
1560,1030
1561,1032
1561,1031
1561,1055
1561,1033
1561,1009
1562,1033
1562,1032
1562,1056
1562,1010
1562,1034
1563,1034
1563,1057
1563,1011
1563,1033
1563,1035
1564,1035
1564,1012
1564,1034
1564,1058
1565,1036
1565,1037
1565,1013
1566,1037
1566,1038
1566,1014
1566,1036
1567,1038
1567,1039
1567,1015
1567,1037
1568,1039
1568,1016
1568,1038
1568,1040
1569,1040
1569,1017
1569,1039
1569,1041
1570,1041
1570,1042
1570,1018
1570,1040
1571,1042
1571,1043
1571,1019
1571,1041
1572,1043
1572,1044
1572,1020
1572,1042
1573,1044
1573,1045
1573,1021
1573,1043
1574,1045
1574,1046
1574,1022
1574,1044
1575,1046
1575,1023
1575,1047
1575,1045
1576,1047
1576,1046
1576,1024
1576,1048
1577,1048
1577,1049
1577,1025
1577,1047
1578,1049
1578,1050
1578,1026
1578,1048
1579,1050
1579,1049
1579,1027
1579,1051
1580,1051
1580,1050
1580,1028
1580,1052
1581,1052
1581,1053
1581,1029
1581,1051
1582,1053
1582,1054
1582,1030
1582,1052
1583,1054
1583,1031
1583,1055
1583,1053
1584,1055
1584,1032
1584,1056
1584,1054
1585,1056
1585,1055
1585,1057
1585,1033
1586,1057
1586,1056
1586,1034
1586,1058
1587,1058
1587,1057
1587,1035
